Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Eficienta_Finalizare,Contributie_Ofensiva,Implicare_Constructie
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,29,1994,34,25,2075,23.1,3,5,8,3,0,0,7,0,1.8,1.8,5.0,6.8,73.0,202.0,55.0,0.13,0.22,0.35,0.13,0.35,0.08,0.22,0.3,0.08,0.3,1.2,8,275.0
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,35,1988,15,7,674,7.5,2,0,2,2,0,0,0,0,0.2,0.2,0.0,0.2,14.0,27.0,12.0,0.27,0.0,0.27,0.27,0.27,0.03,0.0,0.03,0.03,0.03,1.8,2,41.0
Thibault De Smet,BEL,DF,Reims,Ligue 1,25,1998,27,22,1831,20.3,0,0,0,0,0,0,7,1,0.3,0.3,0.8,1.1,23.0,104.0,66.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,-0.3,0,127.0
Koni De Winter,BEL,DF,Genoa,Serie A,21,2002,29,26,2380,26.4,0,1,1,0,0,0,8,1,0.8,0.8,1.0,1.8,21.0,76.0,15.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.07,0.03,0.07,-0.8,1,97.0
Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,32,1991,20,7,757,8.4,1,2,3,1,0,0,0,0,1.0,1.0,1.2,2.2,7.0,17.0,42.0,0.12,0.24,0.36,0.12,0.36,0.12,0.14,0.26,0.12,0.26,0.0,3,24.0
Alessandro Deiola,ITA,MF,Cagliari,Serie A,27,1995,27,19,1608,17.9,1,0,1,1,0,0,7,0,2.5,2.5,0.9,3.4,9.0,64.0,21.0,0.06,0.0,0.06,0.06,0.06,0.14,0.05,0.19,0.14,0.19,-1.5,1,73.0
Romain Del Castillo,FRA,FW,Brest,Ligue 1,27,1996,33,30,2497,27.7,8,8,16,5,3,3,4,0,5.2,2.9,9.9,12.8,101.0,155.0,287.0,0.29,0.29,0.58,0.18,0.47,0.19,0.36,0.55,0.1,0.46,2.8,13,256.0
Thomas Delaine,FRA,DF,Strasbourg,Ligue 1,31,1992,27,24,2044,22.7,1,1,2,1,0,0,5,0,1.7,1.7,3.6,5.3,63.0,52.0,151.0,0.04,0.04,0.09,0.04,0.09,0.07,0.16,0.23,0.07,0.23,-0.7,2,115.0
Hannes Delcroix,BEL,DF,Burnley,Premier League,24,1999,12,5,589,6.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,2.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.09,0.05,0.09,-0.4,0,20.0
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,23,2000,29,14,1365,15.2,2,1,3,2,0,0,5,0,1.1,1.1,0.9,2.0,26.0,40.0,53.0,0.13,0.07,0.2,0.13,0.2,0.07,0.06,0.13,0.07,0.13,0.8999999999999999,3,66.0
Ousmane Dembélé,FRA,MF,Paris S-G,Ligue 1,26,1997,26,17,1506,16.7,3,8,11,3,0,0,0,0,4.4,4.4,6.7,11.1,160.0,133.0,247.0,0.18,0.48,0.66,0.18,0.66,0.26,0.4,0.67,0.26,0.67,-1.4000000000000004,11,293.0
Jessy Deminguet,FRA,MF,Strasbourg,Ligue 1,25,1998,18,9,690,7.7,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,7.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,-0.3,0,31.0
Ermedin Demirović,BIH,FW,Augsburg,Bundesliga,25,1998,33,33,2873,31.9,15,9,24,12,3,4,7,0,13.5,10.3,3.9,14.2,28.0,60.0,167.0,0.47,0.28,0.75,0.38,0.66,0.42,0.12,0.54,0.32,0.45,1.5,21,88.0
Sepp van den Berg,NED,DF,Mainz 05,Bundesliga,21,2001,33,31,2839,31.5,3,0,3,3,0,0,9,0,2.7,2.7,0.3,3.0,7.0,95.0,6.0,0.1,0.0,0.1,0.1,0.1,0.08,0.01,0.09,0.08,0.09,0.2999999999999998,3,102.0
Rémy Descamps,FRA,GK,Nantes,Ligue 1,27,1996,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Mikkel Desler,DEN,DF,Toulouse,Ligue 1,28,1995,24,19,1544,17.2,0,1,1,0,0,0,2,0,1.1,1.0,0.7,1.7,30.0,81.0,96.0,0.0,0.06,0.06,0.0,0.06,0.06,0.04,0.1,0.06,0.1,-1.1,1,111.0
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,29,1994,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0,0.0
Michele Di Gregorio,ITA,GK,Monza,Serie A,26,1997,33,33,2872,31.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,29,1993,36,36,3234,35.9,1,6,7,1,0,0,6,0,3.1,3.1,4.9,8.0,95.0,304.0,250.0,0.03,0.17,0.19,0.03,0.19,0.09,0.14,0.22,0.09,0.22,-2.1,7,399.0
Boulaye Dia,SEN,FW,Salernitana,Serie A,26,1996,17,12,1143,12.7,4,0,4,3,1,1,1,0,3.9,3.1,0.5,3.6,18.0,22.0,57.0,0.31,0.0,0.31,0.24,0.24,0.31,0.04,0.35,0.24,0.28,0.10000000000000009,3,40.0
Moussa Diaby,FRA,FW,Aston Villa,Premier League,24,1999,38,25,2174,24.2,6,8,14,6,0,0,1,0,7.0,7.0,6.6,13.6,94.0,72.0,183.0,0.25,0.33,0.58,0.25,0.58,0.29,0.27,0.56,0.29,0.56,-1.0,14,166.0
Mouctar Diakhaby,GUI,DF,Valencia,La Liga,26,1996,14,12,1073,11.9,1,0,1,1,0,0,6,0,0.7,0.7,0.0,0.8,7.0,29.0,1.0,0.08,0.0,0.08,0.08,0.08,0.06,0.0,0.06,0.06,0.06,0.30000000000000004,1,36.0
Bafodé Diakité,FRA,DF,Lille,Ligue 1,22,2001,21,19,1696,18.8,5,2,7,5,0,0,4,0,2.0,2.0,1.4,3.5,15.0,95.0,16.0,0.27,0.11,0.37,0.27,0.37,0.11,0.08,0.19,0.11,0.19,3.0,7,110.0
Oumar Diakité,CIV,FW,Reims,Ligue 1,19,2003,28,18,1585,17.6,5,1,6,5,0,1,4,0,7.0,6.2,1.3,7.5,29.0,28.0,107.0,0.28,0.06,0.34,0.28,0.34,0.4,0.07,0.47,0.35,0.43,-2.0,6,57.0
Assane Diao,ESP,FW,Betis,La Liga,17,2005,18,13,1048,11.6,2,0,2,2,0,0,4,0,2.5,2.5,0.7,3.2,33.0,20.0,101.0,0.17,0.0,0.17,0.17,0.17,0.21,0.06,0.28,0.21,0.28,-0.5,2,53.0
Habib Diarra,SEN,MF,Strasbourg,Ligue 1,19,2004,31,28,2305,25.6,3,1,4,2,1,1,3,0,3.4,2.7,1.3,3.9,59.0,107.0,88.0,0.12,0.04,0.16,0.08,0.12,0.13,0.05,0.18,0.1,0.15,-0.3999999999999999,3,166.0
Moussa Diarra,MLI,DF,Toulouse,Ligue 1,22,2000,22,15,1397,15.5,1,2,3,1,0,0,5,0,0.5,0.5,1.1,1.6,18.0,70.0,12.0,0.06,0.13,0.19,0.06,0.19,0.03,0.07,0.1,0.03,0.1,0.5,3,88.0
Rúben Dias,POR,DF,Manchester City,Premier League,26,1997,30,28,2559,28.4,0,0,0,0,0,0,0,0,1.4,1.4,0.3,1.7,34.0,173.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,-1.4,0,207.0
Krépin Diatta,SEN,DF,Monaco,Ligue 1,24,1999,26,12,1206,13.4,0,2,2,0,0,0,2,0,0.5,0.5,1.8,2.3,48.0,80.0,95.0,0.0,0.15,0.15,0.0,0.15,0.04,0.13,0.17,0.04,0.17,-0.5,2,128.0
Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,30,1993,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Brahim Díaz,MAR,FW,Real Madrid,La Liga,23,1999,31,18,1545,17.2,8,6,14,8,0,0,0,0,5.7,5.7,4.4,10.1,76.0,75.0,166.0,0.47,0.35,0.82,0.47,0.82,0.33,0.26,0.59,0.33,0.59,2.3,14,151.0
Luis Díaz,COL,FW,Liverpool,Premier League,26,1997,37,32,2629,29.2,8,5,13,8,0,0,3,0,11.9,11.9,5.7,17.5,137.0,113.0,302.0,0.27,0.17,0.45,0.27,0.45,0.41,0.19,0.6,0.41,0.6,-3.9000000000000004,13,250.0
Bamba Dieng,SEN,FW,Lorient,Ligue 1,23,2000,16,5,549,6.1,4,1,5,4,0,0,3,0,3.2,3.2,1.6,4.8,5.0,4.0,44.0,0.66,0.16,0.82,0.66,0.82,0.53,0.27,0.79,0.53,0.79,0.7999999999999998,5,9.0
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,29,1994,15,13,1166,13.0,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.7,8.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,-0.7,0,61.0
Lucas Digne,FRA,DF,Aston Villa,Premier League,30,1993,33,27,2410,26.8,1,3,4,1,0,0,7,0,1.1,1.1,4.1,5.2,42.0,77.0,200.0,0.04,0.11,0.15,0.04,0.15,0.04,0.15,0.19,0.04,0.19,-0.10000000000000009,4,119.0
Federico Dimarco,ITA,DF,Inter,Serie A,25,1997,30,29,2077,23.1,5,6,11,5,0,0,0,0,2.9,2.7,8.5,11.1,51.0,100.0,198.0,0.22,0.26,0.48,0.22,0.48,0.13,0.37,0.49,0.12,0.48,2.1,11,151.0
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,29,1993,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Junior Dina Ebimbe,FRA,MF,Eint Frankfurt,Bundesliga,22,2000,31,25,1956,21.7,5,3,8,5,0,0,5,0,5.0,5.0,2.9,7.9,57.0,79.0,157.0,0.23,0.14,0.37,0.23,0.37,0.23,0.13,0.36,0.23,0.36,0.0,8,136.0
Eren Dinkçi,GER,FW,Heidenheim,Bundesliga,21,2001,33,33,2650,29.4,10,5,15,10,0,0,8,0,4.3,4.3,3.7,8.0,85.0,89.0,143.0,0.34,0.17,0.51,0.34,0.51,0.15,0.13,0.27,0.15,0.27,5.7,15,174.0
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,22,2001,10,10,889,9.9,0,0,0,0,0,0,2,0,1.0,1.0,0.7,1.7,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,-1.0,0,48.0
Issa Diop,FRA,DF,Fulham,Premier League,26,1997,18,16,1424,15.8,0,0,0,0,0,0,4,1,0.3,0.3,0.0,0.3,11.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,-0.3,0,77.0
Sofiane Diop,FRA,FW,Nice,Ligue 1,23,2000,10,6,499,5.5,0,0,0,0,0,0,0,0,1.2,1.2,0.8,2.0,20.0,17.0,43.0,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.36,0.22,0.36,-1.2,0,37.0
Andy Diouf,FRA,MF,Lens,Ligue 1,20,2003,25,16,1314,14.6,1,0,1,1,0,0,2,0,1.5,1.5,1.1,2.6,63.0,80.0,55.0,0.07,0.0,0.07,0.07,0.07,0.1,0.08,0.18,0.1,0.18,-0.5,1,143.0
Yehvann Diouf,FRA,GK,Reims,Ligue 1,23,1999,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0
Axel Disasi,FRA,DF,Chelsea,Premier League,25,1998,31,29,2579,28.7,2,0,2,2,0,0,6,0,2.4,2.4,0.3,2.7,30.0,112.0,21.0,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,-0.3999999999999999,2,142.0
Djené,TOG,DF,Getafe,La Liga,31,1991,33,30,2484,27.6,0,0,0,0,0,0,14,1,0.1,0.1,0.3,0.4,13.0,98.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,-0.1,0,111.0
Koffi Djidji,CIV,DF,Torino,Serie A,30,1992,13,8,759,8.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,-0.1,0,23.0
Berat Djimsiti,ALB,DF,Atalanta,Serie A,30,1993,37,32,2832,31.5,0,1,1,0,0,0,5,0,0.8,0.8,0.7,1.5,6.0,79.0,10.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,-0.8,1,85.0
Marko Dmitrović,SRB,GK,Sevilla,La Liga,31,1992,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Ritsu Doan,JPN,DF,Freiburg,Bundesliga,25,1998,30,26,2246,25.0,7,2,9,7,0,0,2,0,5.0,5.0,3.1,8.1,49.0,78.0,139.0,0.28,0.08,0.36,0.28,0.36,0.2,0.12,0.32,0.2,0.32,2.0,9,127.0
Dodô,BRA,DF,Fiorentina,Serie A,24,1998,9,7,523,5.8,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,20.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15,-0.1,0,59.0
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,25,1998,24,24,2160,24.0,2,0,2,2,0,0,2,0,1.2,1.2,0.2,1.3,7.0,65.0,6.0,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06,0.8,2,72.0
Matt Doherty,IRL,DF,Wolves,Premier League,31,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12.0,31.0,64.0,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,0.19999999999999996,1,43.0
Josh Doig,SCO,DF,Hellas Verona,Serie A,21,2002,12,11,830,9.2,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,23.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,-0.2,0,38.0
Josh Doig,SCO,DF,Sassuolo,Serie A,21,2002,16,15,1343,14.9,0,2,2,0,0,0,5,0,0.2,0.2,1.1,1.3,30.0,33.0,45.0,0.0,0.13,0.13,0.0,0.13,0.01,0.08,0.09,0.01,0.09,-0.2,2,63.0
Jeremy Doku,BEL,FW,Manchester City,Premier League,21,2002,29,18,1595,17.7,3,8,11,3,0,0,3,0,2.5,2.5,4.6,7.1,218.0,57.0,295.0,0.17,0.45,0.62,0.17,0.62,0.14,0.26,0.4,0.14,0.4,0.5,11,275.0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,22,2001,22,18,1584,17.6,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,11.0,63.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,-0.3,0,74.0
Nicolás Domínguez,ARG,MF,Nott'ham Forest,Premier League,25,1998,26,19,1495,16.6,2,2,4,2,0,0,4,0,1.3,1.3,1.0,2.3,14.0,91.0,43.0,0.12,0.12,0.24,0.12,0.24,0.08,0.06,0.14,0.08,0.14,0.7,4,105.0
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,24,1999,25,25,2169,24.1,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Patrick Dorgu,DEN,DF,Lecce,Serie A,18,2004,32,17,1564,17.4,2,0,2,2,0,0,6,0,2.0,2.0,1.6,3.6,37.0,49.0,86.0,0.12,0.0,0.12,0.12,0.12,0.11,0.09,0.21,0.11,0.21,0.0,2,86.0
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,25,1998,21,16,1386,15.4,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,12.0,47.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,-0.7,0,59.0
Alberto Dossena,ITA,DF,Cagliari,Serie A,24,1998,35,33,2977,33.1,2,4,6,2,0,0,5,0,2.2,2.2,2.1,4.3,9.0,89.0,2.0,0.06,0.12,0.18,0.06,0.18,0.07,0.06,0.13,0.07,0.13,-0.20000000000000018,6,98.0
Carlos Dotor,ESP,MF,Celta Vigo,La Liga,22,2001,17,7,708,7.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,3.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,-0.2,0,33.0
Abdoulaye Doucouré,MLI,FW,Everton,Premier League,30,1993,32,32,2629,29.2,7,1,8,7,0,0,7,0,8.8,8.8,2.9,11.6,55.0,97.0,140.0,0.24,0.03,0.27,0.24,0.27,0.3,0.1,0.4,0.3,0.4,-1.8000000000000007,8,152.0
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,23,2000,11,11,919,10.2,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,9.0,49.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,-0.3,0,58.0
Désiré Doué,FRA,MF,Rennes,Ligue 1,18,2005,31,17,1626,18.1,4,4,8,4,0,0,3,0,2.4,2.4,3.7,6.1,78.0,121.0,172.0,0.22,0.22,0.44,0.22,0.44,0.13,0.21,0.34,0.13,0.34,1.6,8,199.0
Guela Doué,CIV,DF,Rennes,Ligue 1,20,2002,24,13,1234,13.7,0,2,2,0,0,0,1,1,0.5,0.5,1.1,1.6,41.0,53.0,85.0,0.0,0.15,0.15,0.0,0.15,0.04,0.08,0.12,0.04,0.12,-0.5,2,94.0
Alfie Doughty,ENG,DF,Luton Town,Premier League,23,1999,37,34,2925,32.5,2,8,10,2,0,0,5,0,1.3,1.3,6.3,7.6,94.0,106.0,164.0,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23,0.7,10,200.0
Douglas,BRA,MF,Nantes,Ligue 1,26,1997,25,22,1772,19.7,0,0,0,0,0,0,7,0,1.2,1.2,1.1,2.3,12.0,105.0,18.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,-1.2,0,117.0
Ismaël Doukouré,FRA,MF,Strasbourg,Ligue 1,20,2003,22,19,1656,18.4,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,15.0,80.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,-0.3,0,95.0
Kamory Doumbia,MLI,MF,Brest,Ligue 1,20,2003,25,7,879,9.8,6,5,11,6,0,0,1,0,4.2,4.2,0.9,5.0,22.0,48.0,43.0,0.61,0.51,1.13,0.61,1.13,0.43,0.09,0.52,0.43,0.52,1.7999999999999998,11,70.0
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,23,1999,32,7,905,10.1,7,1,8,7,0,0,2,0,4.6,4.6,1.3,5.9,10.0,13.0,53.0,0.7,0.1,0.8,0.7,0.8,0.46,0.13,0.59,0.46,0.59,2.4000000000000004,8,23.0
Artem Dovbyk,UKR,FW,Girona,La Liga,26,1997,36,32,2587,28.7,24,8,32,17,7,8,2,0,24.2,17.9,6.2,24.1,18.0,26.0,118.0,0.83,0.28,1.11,0.59,0.87,0.84,0.21,1.05,0.62,0.84,-0.1999999999999993,25,44.0
Nikola Dovedan,AUT,MF,Heidenheim,Bundesliga,29,1994,21,5,656,7.3,3,1,4,3,0,0,0,1,1.9,1.9,0.6,2.6,12.0,22.0,25.0,0.41,0.14,0.55,0.41,0.55,0.26,0.09,0.35,0.26,0.35,1.1,4,34.0
Tommy Doyle,ENG,MF,Wolves,Premier League,21,2001,26,11,1222,13.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.9,21.0,81.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,-0.4,0,102.0
Radu Drăgușin,ROU,DF,Genoa,Serie A,21,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6.0,29.0,13.0,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1,1.0,3,35.0
Dion Drena Beljo,CRO,FW,Augsburg,Bundesliga,21,2002,26,3,581,6.5,2,0,2,2,0,0,2,0,3.0,3.0,0.5,3.5,16.0,20.0,35.0,0.31,0.0,0.31,0.31,0.31,0.46,0.08,0.54,0.46,0.54,-1.0,2,36.0
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,18,2005,8,6,573,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.0
Domingos Duarte,POR,DF,Getafe,La Liga,28,1995,15,11,907,10.1,0,0,0,0,0,0,5,2,0.3,0.3,0.1,0.4,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,-0.3,0,54.0
Rubén Duarte,ESP,DF,Alavés,La Liga,27,1995,28,21,1878,20.9,2,1,3,2,0,0,7,0,0.7,0.7,1.5,2.2,16.0,81.0,39.0,0.1,0.05,0.14,0.1,0.14,0.03,0.07,0.1,0.03,0.1,1.3,3,97.0
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,34,1989,23,22,1985,22.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,29,1994,33,32,2696,30.0,12,9,21,7,5,6,9,0,12.8,7.9,7.8,15.7,17.0,88.0,150.0,0.4,0.3,0.7,0.23,0.53,0.43,0.26,0.69,0.26,0.52,-0.8000000000000007,16,105.0
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,28,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34.0,117.0,47.0,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,-1.2000000000000002,5,151.0
Denzel Dumfries,NED,DF,Inter,Serie A,27,1996,31,19,1639,18.2,4,4,8,4,0,0,2,1,2.3,2.3,4.9,7.1,50.0,51.0,147.0,0.22,0.22,0.44,0.22,0.44,0.12,0.27,0.39,0.12,0.39,1.7000000000000002,8,101.0
Alfred Duncan,GHA,MF,Fiorentina,Serie A,30,1993,30,24,1888,21.0,2,5,7,2,0,0,2,0,1.5,1.5,2.0,3.5,23.0,133.0,47.0,0.1,0.24,0.33,0.1,0.33,0.07,0.1,0.17,0.07,0.17,0.5,7,156.0
Lewis Dunk,ENG,DF,Brighton,Premier League,31,1991,33,33,2869,31.9,3,1,4,3,0,0,7,1,3.1,3.1,0.9,4.0,33.0,152.0,13.0,0.09,0.03,0.13,0.09,0.13,0.1,0.03,0.12,0.1,0.12,-0.10000000000000009,4,185.0
Jhon Durán,COL,FW,Aston Villa,Premier League,19,2003,23,3,475,5.3,5,0,5,5,0,0,5,0,2.0,2.0,0.3,2.3,9.0,9.0,25.0,0.95,0.0,0.95,0.95,0.95,0.38,0.06,0.44,0.38,0.44,3.0,5,18.0
Hugo Duro,ESP,FW,Valencia,La Liga,23,1999,37,35,2976,33.1,13,2,15,13,0,0,4,0,11.5,11.5,1.3,12.9,27.0,34.0,157.0,0.39,0.06,0.45,0.39,0.45,0.35,0.04,0.39,0.35,0.39,1.5,15,61.0
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,26,1997,19,15,1348,15.0,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,18.0,64.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,-0.3,0,82.0
Paulo Dybala,ARG,FW,Roma,Serie A,29,1993,28,25,1959,21.8,13,9,22,6,7,7,3,0,10.6,5.1,4.3,9.4,79.0,122.0,167.0,0.6,0.41,1.01,0.28,0.69,0.49,0.2,0.68,0.23,0.43,2.4000000000000004,15,201.0
Aron Dønnum,NOR,FW,Toulouse,Ligue 1,25,1998,27,19,1595,17.7,0,1,1,0,0,0,8,0,1.0,1.0,2.1,3.1,69.0,66.0,120.0,0.0,0.06,0.06,0.0,0.06,0.06,0.12,0.18,0.06,0.18,-1.0,1,135.0
Festy Ebosele,IRL,DF,Udinese,Serie A,20,2002,31,20,1700,18.9,0,0,0,0,0,0,6,1,0.8,0.8,1.8,2.6,67.0,35.0,98.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,-0.8,0,102.0
Tyronne Ebuehi,NGA,DF,Empoli,Serie A,27,1995,15,11,1099,12.2,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,34.0,37.0,35.0,0.0,0.08,0.08,0.0,0.08,0.02,0.07,0.1,0.02,0.1,-0.3,1,71.0
Ederson,BRA,GK,Manchester City,Premier League,29,1993,33,33,2785,30.9,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0
Éderson,BRA,MF,Atalanta,Serie A,24,1999,36,32,2869,31.9,6,1,7,6,0,0,8,0,3.5,3.5,1.4,4.9,32.0,214.0,50.0,0.19,0.03,0.22,0.19,0.22,0.11,0.04,0.15,0.11,0.15,2.5,7,246.0
Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,25,1998,30,17,1555,17.3,7,0,7,7,0,0,4,0,6.2,6.2,1.2,7.4,33.0,36.0,100.0,0.41,0.0,0.41,0.41,0.41,0.36,0.07,0.43,0.36,0.43,0.7999999999999998,7,69.0
John Egan,IRL,DF,Sheffield Utd,Premier League,30,1992,6,6,482,5.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,-0.2,0,5.0
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,26,1996,33,33,2914,32.4,1,2,3,1,0,0,6,0,2.4,2.4,2.8,5.2,42.0,162.0,72.0,0.03,0.06,0.09,0.03,0.09,0.07,0.09,0.16,0.07,0.16,-1.4,3,204.0
